Draw date,Last Day To Claim,Winning Numbers,Exact Order Prize ($0.50 bet),Exact Order CO Winners ($0.50 bet),Exact Order Prize ($1 bet),Exact Order CO Winners ($1 bet),Exact Order Prize ($2 bet),Exact Order CO Winners ($2 bet),Exact Order Prize ($5 bet),Exact Order CO Winners ($5 bet),Any Order Prize ($0.50 bet),Any Order CO Winners ($0.50 bet),Any Order Prize ($1 bet),Any Order CO Winners ($1 bet),Any Order Prize ($2 bet),Any Order CO Winners ($2 bet),Any Order Prize ($5 bet),Any Order CO Winners ($5 bet),Front Pair Prize ($0.50 bet),Front Pair CO Winners ($0.50 bet),Front Pair Prize ($1 bet),Front Pair CO Winners ($1 bet),Front Pair Prize ($2 bet),Front Pair CO Winners ($2 bet),Front Pair Prize ($5 bet),Front Pair CO Winners ($5 bet),Back Pair Prize ($0.50 bet),Back Pair CO Winners ($0.50 bet),Back Pair Prize ($1 bet),Back Pair CO Winners ($1 bet),Back Pair Prize ($2 bet),Back Pair CO Winners ($2 bet),Back Pair Prize ($5 bet),Back Pair CO Winners ($5 bet),Exact Order Prize (exact+any $1 bet),Exact Order CO Winners (exact+any $1 bet),Exact Order Prize (exact+any $2 bet),Exact Order CO Winners (exact+any $2 bet),Exact Order Prize (exact+any $5 bet),Exact Order CO Winners (exact+any $5 bet),Any Order Prize (exact+any $1 bet),Any Order CO Winners (exact+any $1 bet),Any Order Prize (exact+any $2 bet),Any Order CO Winners (exact+any $2 bet),Any Order Prize (exact+any $5 bet),Any Order CO Winners (exact+any $5 bet)
"Jan. 28, 2016: Evening",07/26/2016,1 - 1 - 4,$250,3,$500,8,"$1,000",0,"$2,500",0,$80,10,$160,11,$320,4,$800,0,$30,5,$60,6,$120,2,$300,0,$30,4,$60,2,$120,0,$300,0,$330,9,$660,2,"$1,650",0,$80,10,$160,2,$400,3
"Jan. 27, 2016: Evening",07/25/2016,2 - 9 - 9,$250,3,$500,1,"$1,000",0,"$2,500",0,$80,10,$160,10,$320,0,$800,0,$30,3,$60,1,$120,0,$300,0,$30,6,$60,7,$120,2,$300,0,$330,5,$660,0,"$1,650",0,$80,13,$160,1,$400,0
"Jan. 26, 2016: Evening",07/24/2016,9 - 3 - 6,$250,1,$500,40,"$1,000",0,"$2,500",0,$40,32,$80,53,$160,5,$400,4,$30,2,$60,1,$120,0,$300,1,$30,1,$60,1,$120,0,$300,0,$290,15,$580,2,"$1,450",0,$40,70,$80,11,$200,2
"Jan. 25, 2016: Evening",07/23/2016,1 - 7 - 2,$250,2,$500,5,"$1,000",0,"$2,500",0,$40,19,$80,33,$160,5,$400,0,$30,3,$60,1,$120,0,$300,0,$30,2,$60,0,$120,1,$300,0,$290,7,$580,0,"$1,450",0,$40,59,$80,13,$200,2
"Jan. 24, 2016: Evening",07/22/2016,3 - 4 - 0,$250,2,$500,1,"$1,000",0,"$2,500",1,$40,19,$80,13,$160,3,$400,2,$30,2,$60,3,$120,0,$300,0,$30,1,$60,2,$120,0,$300,0,$290,3,$580,0,"$1,450",0,$40,20,$80,6,$200,0
"Jan. 23, 2016: Evening",07/21/2016,0 - 4 - 8,$250,0,$500,0,"$1,000",0,"$2,500",0,$40,8,$80,17,$160,2,$400,0,$30,2,$60,1,$120,1,$300,0,$30,2,$60,2,$120,1,$300,0,$290,3,$580,1,"$1,450",0,$40,23,$80,4,$200,0
"Jan. 22, 2016: Evening",07/20/2016,4 - 4 - 9,$250,0,$500,21,"$1,000",1,"$2,500",0,$80,7,$160,4,$320,11,$800,0,$30,6,$60,16,$120,5,$300,0,$30,4,$60,4,$120,3,$300,6,$330,3,$660,0,"$1,650",0,$80,10,$160,3,$400,1
"Jan. 21, 2016: Evening",07/19/2016,2 - 7 - 1,$250,1,$500,6,"$1,000",0,"$2,500",0,$40,26,$80,22,$160,7,$400,2,$30,0,$60,2,$120,2,$300,1,$30,3,$60,2,$120,0,$300,0,$290,3,$580,0,"$1,450",0,$40,61,$80,13,$200,1
"Jan. 20, 2016: Evening",07/18/2016,9 - 4 - 2,$250,0,$500,0,"$1,000",0,"$2,500",0,$40,18,$80,25,$160,2,$400,1,$30,7,$60,2,$120,0,$300,0,$30,7,$60,2,$120,0,$300,0,$290,3,$580,1,"$1,450",1,$40,42,$80,2,$200,0
"Jan. 19, 2016: Evening",07/17/2016,2 - 3 - 3,$250,0,$500,11,"$1,000",0,"$2,500",0,$80,10,$160,9,$320,0,$800,0,$30,3,$60,1,$120,2,$300,0,$30,6,$60,8,$120,3,$300,0,$330,6,$660,1,"$1,650",1,$80,11,$160,4,$400,0
"Jan. 18, 2016: Evening",07/16/2016,8 - 7 - 0,$250,1,$500,0,"$1,000",1,"$2,500",0,$40,8,$80,7,$160,0,$400,0,$30,4,$60,3,$120,0,$300,0,$30,2,$60,1,$120,0,$300,0,$290,2,$580,0,"$1,450",0,$40,14,$80,2,$200,1
"Jan. 17, 2016: Evening",07/15/2016,6 - 5 - 6,$250,1,$500,1,"$1,000",1,"$2,500",0,$80,3,$160,8,$320,1,$800,0,$30,3,$60,1,$120,0,$300,0,$30,4,$60,2,$120,0,$300,0,$330,0,$660,0,"$1,650",0,$80,8,$160,2,$400,0
"Jan. 16, 2016: Evening",07/14/2016,7 - 1 - 7,$250,4,$500,9,"$1,000",0,"$2,500",1,$80,13,$160,13,$320,0,$800,1,$30,2,$60,0,$120,1,$300,0,$30,1,$60,4,$120,1,$300,0,$330,13,$660,5,"$1,650",0,$80,18,$160,1,$400,0
"Jan. 15, 2016: Evening",07/13/2016,7 - 8 - 7,$250,2,$500,3,"$1,000",0,"$2,500",0,$80,10,$160,5,$320,4,$800,5,$30,5,$60,2,$120,0,$300,0,$30,1,$60,0,$120,0,$300,1,$330,2,$660,1,"$1,650",0,$80,5,$160,1,$400,0
"Jan. 14, 2016: Evening",07/12/2016,2 - 0 - 9,$250,3,$500,4,"$1,000",0,"$2,500",0,$40,22,$80,16,$160,1,$400,0,$30,0,$60,1,$120,0,$300,0,$30,1,$60,2,$120,0,$300,0,$290,10,$580,2,"$1,450",0,$40,18,$80,4,$200,0
"Jan. 13, 2016: Evening",07/11/2016,5 - 7 - 9,$250,3,$500,3,"$1,000",0,"$2,500",1,$40,13,$80,39,$160,1,$400,2,$30,7,$60,1,$120,0,$300,0,$30,4,$60,1,$120,0,$300,0,$290,10,$580,1,"$1,450",0,$40,19,$80,8,$200,1
"Jan. 12, 2016: Evening",07/10/2016,2 - 0 - 8,$250,2,$500,4,"$1,000",0,"$2,500",0,$40,8,$80,19,$160,2,$400,0,$30,2,$60,0,$120,0,$300,1,$30,1,$60,2,$120,0,$300,0,$290,9,$580,1,"$1,450",0,$40,23,$80,2,$200,0
"Jan. 11, 2016: Evening",07/09/2016,1 - 3 - 3,$250,1,$500,2,"$1,000",1,"$2,500",0,$80,26,$160,17,$320,4,$800,0,$30,8,$60,3,$120,1,$300,3,$30,6,$60,7,$120,2,$300,0,$330,5,$660,2,"$1,650",0,$80,22,$160,3,$400,0
"Jan. 10, 2016: Evening",07/08/2016,7 - 6 - 9,$250,4,$500,2,"$1,000",0,"$2,500",0,$40,18,$80,12,$160,8,$400,0,$30,1,$60,0,$120,0,$300,0,$30,9,$60,3,$120,0,$300,0,$290,4,$580,1,"$1,450",0,$40,31,$80,2,$200,1
"Jan. 9, 2016: Evening",07/07/2016,5 - 5 - 8,$250,2,$500,2,"$1,000",0,"$2,500",0,$80,3,$160,7,$320,0,$800,1,$30,4,$60,4,$120,3,$300,1,$30,0,$60,3,$120,0,$300,0,$330,8,$660,0,"$1,650",0,$80,5,$160,0,$400,1
"Jan. 8, 2016: Evening",07/06/2016,0 - 9 - 0,$250,2,$500,2,"$1,000",1,"$2,500",2,$80,4,$160,13,$320,2,$800,0,$30,1,$60,1,$120,0,$300,0,$30,2,$60,2,$120,0,$300,1,$330,2,$660,0,"$1,650",0,$80,10,$160,1,$400,0
"Jan. 7, 2016: Evening",07/05/2016,6 - 3 - 9,$250,1,$500,7,"$1,000",1,"$2,500",0,$40,31,$80,47,$160,7,$400,2,$30,1,$60,2,$120,0,$300,1,$30,2,$60,4,$120,2,$300,0,$290,11,$580,3,"$1,450",0,$40,64,$80,10,$200,1
"Jan. 6, 2016: Evening",07/04/2016,5 - 2 - 7,$250,2,$500,6,"$1,000",5,"$2,500",0,$40,25,$80,48,$160,5,$400,5,$30,2,$60,1,$120,3,$300,0,$30,3,$60,3,$120,1,$300,0,$290,20,$580,1,"$1,450",0,$40,45,$80,38,$200,0
"Jan. 5, 2016: Evening",07/03/2016,8 - 2 - 7,$250,0,$500,0,"$1,000",0,"$2,500",0,$40,19,$80,23,$160,0,$400,1,$30,1,$60,5,$120,1,$300,0,$30,2,$60,1,$120,0,$300,0,$290,4,$580,1,"$1,450",0,$40,35,$80,2,$200,0
"Jan. 4, 2016: Evening",07/02/2016,1 - 8 - 4,$250,1,$500,2,"$1,000",2,"$2,500",0,$40,20,$80,23,$160,0,$400,2,$30,4,$60,2,$120,0,$300,0,$30,4,$60,5,$120,1,$300,0,$290,1,$580,0,"$1,450",0,$40,36,$80,7,$200,0
"Jan. 3, 2016: Evening",07/01/2016,0 - 6 - 9,$250,0,$500,4,"$1,000",0,"$2,500",0,$40,11,$80,21,$160,3,$400,1,$30,1,$60,0,$120,0,$300,0,$30,4,$60,2,$120,1,$300,0,$290,3,$580,0,"$1,450",0,$40,26,$80,3,$200,0
"Jan. 2, 2016: Evening",06/30/2016,1 - 6 - 3,$250,4,$500,5,"$1,000",0,"$2,500",0,$40,25,$80,43,$160,4,$400,3,$30,4,$60,0,$120,2,$300,0,$30,3,$60,2,$120,0,$300,0,$290,5,$580,0,"$1,450",0,$40,44,$80,8,$200,5
"Jan. 1, 2016: Evening",06/29/2016,6 - 2 - 0,$250,4,$500,4,"$1,000",0,"$2,500",0,$40,15,$80,12,$160,1,$400,0,$30,2,$60,2,$120,2,$300,0,$30,3,$60,1,$120,1,$300,1,$290,5,$580,0,"$1,450",0,$40,26,$80,2,$200,0
"Dec. 31, 2015: Evening",06/28/2016,7 - 1 - 2,$250,4,$500,11,"$1,000",0,"$2,500",0,$40,24,$80,34,$160,1,$400,0,$30,9,$60,4,$120,1,$300,0,$30,5,$60,5,$120,1,$300,0,$290,7,$580,7,"$1,450",0,$40,77,$80,4,$200,6
"Dec. 30, 2015: Evening",06/27/2016,3 - 5 - 3,$250,1,$500,2,"$1,000",0,"$2,500",1,$80,2,$160,15,$320,1,$800,0,$30,4,$60,2,$120,1,$300,1,$30,2,$60,4,$120,0,$300,0,$330,3,$660,0,"$1,650",0,$80,5,$160,0,$400,0
"Dec. 29, 2015: Evening",06/26/2016,3 - 7 - 8,$250,2,$500,5,"$1,000",0,"$2,500",0,$40,20,$80,19,$160,5,$400,0,$30,4,$60,2,$120,0,$300,2,$30,7,$60,3,$120,0,$300,0,$290,8,$580,1,"$1,450",0,$40,25,$80,4,$200,1
"Dec. 28, 2015: Evening",06/25/2016,8 - 9 - 3,$250,0,$500,1,"$1,000",0,"$2,500",0,$40,15,$80,14,$160,1,$400,1,$30,0,$60,2,$120,1,$300,0,$30,2,$60,1,$120,2,$300,1,$290,2,$580,1,"$1,450",0,$40,44,$80,5,$200,0
"Dec. 27, 2015: Evening",06/24/2016,7 - 8 - 7,$250,0,$500,8,"$1,000",0,"$2,500",0,$80,5,$160,11,$320,1,$800,0,$30,2,$60,2,$120,1,$300,0,$30,4,$60,2,$120,0,$300,1,$330,5,$660,0,"$1,650",0,$80,7,$160,1,$400,0
"Dec. 26, 2015: Evening",06/23/2016,9 - 7 - 7,$250,1,$500,5,"$1,000",0,"$2,500",0,$80,9,$160,12,$320,0,$800,0,$30,0,$60,2,$120,0,$300,0,$30,5,$60,7,$120,0,$300,1,$330,4,$660,2,"$1,650",0,$80,6,$160,2,$400,2
"Dec. 24, 2015: Evening",06/21/2016,1 - 7 - 8,$250,4,$500,6,"$1,000",0,"$2,500",0,$40,13,$80,28,$160,3,$400,0,$30,3,$60,2,$120,1,$300,0,$30,5,$60,2,$120,3,$300,0,$290,9,$580,3,"$1,450",0,$40,27,$80,7,$200,0
"Dec. 23, 2015: Evening",06/20/2016,8 - 7 - 5,$250,2,$500,4,"$1,000",0,"$2,500",1,$40,18,$80,19,$160,3,$400,0,$30,3,$60,1,$120,2,$300,0,$30,8,$60,1,$120,1,$300,0,$290,6,$580,0,"$1,450",0,$40,47,$80,4,$200,2
"Dec. 22, 2015: Evening",06/19/2016,9 - 1 - 3,$250,3,$500,7,"$1,000",0,"$2,500",0,$40,12,$80,31,$160,2,$400,1,$30,5,$60,1,$120,0,$300,0,$30,2,$60,3,$120,1,$300,2,$290,14,$580,1,"$1,450",0,$40,46,$80,10,$200,2
"Dec. 21, 2015: Evening",06/18/2016,7 - 0 - 3,$250,1,$500,3,"$1,000",0,"$2,500",0,$40,12,$80,16,$160,1,$400,1,$30,0,$60,0,$120,2,$300,0,$30,2,$60,1,$120,0,$300,1,$290,5,$580,0,"$1,450",0,$40,19,$80,2,$200,1
"Dec. 20, 2015: Evening",06/17/2016,3 - 7 - 8,$250,2,$500,0,"$1,000",0,"$2,500",0,$40,11,$80,12,$160,4,$400,1,$30,3,$60,1,$120,0,$300,0,$30,1,$60,1,$120,1,$300,0,$290,5,$580,3,"$1,450",1,$40,25,$80,5,$200,0
"Dec. 19, 2015: Evening",06/16/2016,5 - 0 - 8,$250,2,$500,5,"$1,000",1,"$2,500",0,$40,16,$80,11,$160,2,$400,1,$30,3,$60,3,$120,1,$300,0,$30,2,$60,1,$120,0,$300,0,$290,7,$580,0,"$1,450",0,$40,28,$80,7,$200,0
"Dec. 18, 2015: Evening",06/15/2016,5 - 9 - 2,$250,2,$500,3,"$1,000",0,"$2,500",0,$40,18,$80,25,$160,3,$400,9,$30,3,$60,0,$120,4,$300,0,$30,1,$60,3,$120,0,$300,0,$290,3,$580,4,"$1,450",0,$40,41,$80,7,$200,0
"Dec. 17, 2015: Evening",06/14/2016,6 - 8 - 3,$250,1,$500,4,"$1,000",0,"$2,500",0,$40,15,$80,16,$160,2,$400,0,$30,3,$60,1,$120,0,$300,0,$30,2,$60,4,$120,0,$300,0,$290,2,$580,1,"$1,450",0,$40,22,$80,6,$200,2
"Dec. 16, 2015: Evening",06/13/2016,0 - 6 - 3,$250,3,$500,0,"$1,000",1,"$2,500",0,$40,14,$80,18,$160,3,$400,0,$30,1,$60,4,$120,0,$300,0,$30,3,$60,1,$120,1,$300,1,$290,1,$580,0,"$1,450",0,$40,31,$80,4,$200,0
"Dec. 15, 2015: Evening",06/12/2016,3 - 7 - 7,$250,3,$500,7,"$1,000",0,"$2,500",0,$80,9,$160,7,$320,1,$800,0,$30,6,$60,2,$120,2,$300,0,$30,3,$60,9,$120,4,$300,2,$330,3,$660,0,"$1,650",0,$80,5,$160,2,$400,0
"Dec. 14, 2015: Evening",06/11/2016,1 - 6 - 1,$250,2,$500,1,"$1,000",0,"$2,500",0,$80,7,$160,12,$320,1,$800,0,$30,3,$60,1,$120,3,$300,0,$30,9,$60,1,$120,1,$300,0,$330,2,$660,2,"$1,650",0,$80,12,$160,2,$400,0
"Dec. 13, 2015: Evening",06/10/2016,3 - 4 - 6,$250,1,$500,6,"$1,000",0,"$2,500",1,$40,9,$80,13,$160,1,$400,0,$30,2,$60,2,$120,2,$300,0,$30,1,$60,0,$120,1,$300,0,$290,6,$580,1,"$1,450",1,$40,16,$80,4,$200,0
"Dec. 12, 2015: Evening",06/09/2016,6 - 6 - 8,$250,2,$500,1,"$1,000",0,"$2,500",0,$80,7,$160,9,$320,1,$800,0,$30,5,$60,7,$120,7,$300,0,$30,7,$60,1,$120,0,$300,0,$330,6,$660,0,"$1,650",0,$80,9,$160,1,$400,1
"Dec. 11, 2015: Evening",06/08/2016,6 - 2 - 8,$250,1,$500,8,"$1,000",1,"$2,500",1,$40,22,$80,23,$160,6,$400,1,$30,4,$60,0,$120,1,$300,0,$30,2,$60,2,$120,0,$300,1,$290,17,$580,1,"$1,450",0,$40,34,$80,8,$200,0
"Dec. 10, 2015: Evening",06/07/2016,3 - 8 - 2,$250,1,$500,8,"$1,000",0,"$2,500",0,$40,19,$80,7,$160,2,$400,2,$30,3,$60,6,$120,2,$300,0,$30,0,$60,1,$120,0,$300,1,$290,1,$580,0,"$1,450",0,$40,39,$80,16,$200,1
"Dec. 9, 2015: Evening",06/06/2016,5 - 4 - 6,$250,1,$500,6,"$1,000",0,"$2,500",1,$40,29,$80,30,$160,1,$400,0,$30,3,$60,1,$120,0,$300,0,$30,5,$60,2,$120,1,$300,1,$290,10,$580,1,"$1,450",0,$40,37,$80,11,$200,2
"Dec. 8, 2015: Evening",06/05/2016,2 - 7 - 3,$250,1,$500,2,"$1,000",0,"$2,500",0,$40,30,$80,26,$160,1,$400,0,$30,0,$60,1,$120,1,$300,0,$30,3,$60,4,$120,1,$300,0,$290,8,$580,0,"$1,450",0,$40,54,$80,13,$200,1
"Dec. 7, 2015: Evening",06/04/2016,8 - 4 - 7,$250,0,$500,1,"$1,000",0,"$2,500",0,$40,11,$80,13,$160,3,$400,2,$30,6,$60,2,$120,2,$300,0,$30,4,$60,2,$120,2,$300,2,$290,4,$580,3,"$1,450",0,$40,26,$80,2,$200,0
"Dec. 6, 2015: Evening",06/03/2016,5 - 8 - 1,$250,1,$500,0,"$1,000",0,"$2,500",0,$40,27,$80,15,$160,5,$400,0,$30,5,$60,2,$120,2,$300,0,$30,2,$60,1,$120,0,$300,0,$290,7,$580,1,"$1,450",0,$40,49,$80,11,$200,2
"Dec. 5, 2015: Evening",06/02/2016,5 - 0 - 8,$250,0,$500,3,"$1,000",0,"$2,500",0,$40,21,$80,17,$160,2,$400,0,$30,3,$60,3,$120,1,$300,1,$30,3,$60,1,$120,1,$300,0,$290,10,$580,2,"$1,450",0,$40,35,$80,5,$200,1
"Dec. 4, 2015: Evening",06/01/2016,4 - 6 - 8,$250,1,$500,2,"$1,000",0,"$2,500",0,$40,10,$80,19,$160,3,$400,0,$30,5,$60,1,$120,0,$300,1,$30,2,$60,1,$120,0,$300,0,$290,4,$580,1,"$1,450",0,$40,30,$80,7,$200,1
"Dec. 3, 2015: Evening",05/31/2016,5 - 4 - 1,$250,1,$500,3,"$1,000",2,"$2,500",2,$40,13,$80,19,$160,5,$400,0,$30,3,$60,4,$120,0,$300,0,$30,2,$60,2,$120,1,$300,0,$290,14,$580,3,"$1,450",0,$40,40,$80,19,$200,0
"Dec. 2, 2015: Evening",05/30/2016,4 - 8 - 2,$250,0,$500,4,"$1,000",0,"$2,500",0,$40,21,$80,28,$160,2,$400,2,$30,5,$60,3,$120,1,$300,0,$30,1,$60,2,$120,0,$300,0,$290,6,$580,0,"$1,450",1,$40,41,$80,8,$200,2
"Dec. 1, 2015: Evening",05/29/2016,0 - 6 - 2,$250,1,$500,0,"$1,000",0,"$2,500",0,$40,8,$80,17,$160,1,$400,0,$30,1,$60,2,$120,0,$300,0,$30,2,$60,7,$120,1,$300,0,$290,2,$580,0,"$1,450",0,$40,25,$80,3,$200,0
"Nov. 30, 2015: Evening",05/28/2016,1 - 3 - 0,$250,0,$500,7,"$1,000",0,"$2,500",0,$40,18,$80,14,$160,4,$400,0,$30,9,$60,3,$120,4,$300,2,$30,1,$60,2,$120,1,$300,0,$290,10,$580,1,"$1,450",0,$40,41,$80,5,$200,0
"Nov. 29, 2015: Evening",05/27/2016,3 - 8 - 1,$250,4,$500,3,"$1,000",0,"$2,500",0,$40,31,$80,15,$160,0,$400,0,$30,4,$60,3,$120,1,$300,0,$30,2,$60,1,$120,0,$300,0,$290,0,$580,0,"$1,450",2,$40,27,$80,11,$200,0
"Nov. 28, 2015: Evening",05/26/2016,5 - 7 - 3,$250,0,$500,2,"$1,000",0,"$2,500",0,$40,36,$80,37,$160,4,$400,0,$30,7,$60,1,$120,1,$300,1,$30,6,$60,2,$120,0,$300,0,$290,8,$580,2,"$1,450",0,$40,60,$80,12,$200,1
"Nov. 27, 2015: Evening",05/25/2016,0 - 0 - 8,$250,3,$500,0,"$1,000",0,"$2,500",0,$80,10,$160,1,$320,2,$800,0,$30,9,$60,6,$120,2,$300,0,$30,3,$60,0,$120,0,$300,0,$330,5,$660,0,"$1,650",0,$80,16,$160,0,$400,0
"Nov. 26, 2015: Evening",05/24/2016,3 - 5 - 7,$250,6,$500,18,"$1,000",1,"$2,500",1,$40,20,$80,20,$160,5,$400,0,$30,1,$60,3,$120,1,$300,0,$30,2,$60,1,$120,0,$300,0,$290,15,$580,5,"$1,450",0,$40,30,$80,7,$200,0
"Nov. 25, 2015: Evening",05/23/2016,7 - 9 - 9,$250,2,$500,5,"$1,000",0,"$2,500",0,$80,9,$160,11,$320,0,$800,0,$30,1,$60,0,$120,0,$300,0,$30,4,$60,19,$120,2,$300,4,$330,4,$660,1,"$1,650",0,$80,10,$160,2,$400,0
"Nov. 24, 2015: Evening",05/22/2016,9 - 3 - 2,$250,0,$500,0,"$1,000",0,"$2,500",0,$40,17,$80,16,$160,1,$400,0,$30,3,$60,1,$120,0,$300,0,$30,2,$60,2,$120,0,$300,0,$290,1,$580,1,"$1,450",0,$40,37,$80,7,$200,1
"Nov. 23, 2015: Evening",05/21/2016,3 - 4 - 7,$250,2,$500,4,"$1,000",0,"$2,500",0,$40,26,$80,18,$160,3,$400,0,$30,3,$60,5,$120,0,$300,0,$30,4,$60,4,$120,0,$300,1,$290,10,$580,4,"$1,450",0,$40,26,$80,3,$200,0
"Nov. 22, 2015: Evening",05/20/2016,9 - 3 - 9,$250,2,$500,2,"$1,000",0,"$2,500",0,$80,7,$160,4,$320,0,$800,0,$30,3,$60,3,$120,1,$300,0,$30,4,$60,0,$120,2,$300,0,$330,4,$660,0,"$1,650",0,$80,7,$160,2,$400,0
"Nov. 21, 2015: Evening",05/19/2016,1 - 5 - 7,$250,1,$500,3,"$1,000",1,"$2,500",0,$40,17,$80,28,$160,2,$400,0,$30,3,$60,0,$120,1,$300,0,$30,5,$60,1,$120,0,$300,0,$290,10,$580,3,"$1,450",0,$40,31,$80,8,$200,2
"Nov. 20, 2015: Evening",05/18/2016,7 - 3 - 5,$250,2,$500,2,"$1,000",0,"$2,500",0,$40,31,$80,37,$160,3,$400,1,$30,2,$60,0,$120,0,$300,0,$30,4,$60,4,$120,0,$300,0,$290,6,$580,1,"$1,450",0,$40,44,$80,9,$200,1
"Nov. 19, 2015: Evening",05/17/2016,8 - 9 - 0,$250,1,$500,1,"$1,000",0,"$2,500",0,$40,9,$80,26,$160,2,$400,0,$30,1,$60,1,$120,1,$300,0,$30,0,$60,2,$120,0,$300,0,$290,2,$580,2,"$1,450",0,$40,15,$80,4,$200,0
"Nov. 18, 2015: Evening",05/16/2016,8 - 0 - 1,$250,5,$500,2,"$1,000",0,"$2,500",0,$40,13,$80,19,$160,1,$400,1,$30,3,$60,2,$120,3,$300,0,$30,5,$60,0,$120,0,$300,1,$290,3,$580,0,"$1,450",0,$40,31,$80,6,$200,0
"Nov. 17, 2015: Evening",05/15/2016,4 - 5 - 6,$250,8,$500,7,"$1,000",0,"$2,500",0,$40,26,$80,16,$160,1,$400,0,$30,0,$60,2,$120,1,$300,0,$30,2,$60,3,$120,0,$300,0,$290,13,$580,1,"$1,450",1,$40,17,$80,5,$200,0
"Nov. 16, 2015: Evening",05/14/2016,1 - 1 - 9,$250,5,$500,13,"$1,000",0,"$2,500",0,$80,6,$160,14,$320,0,$800,0,$30,10,$60,11,$120,2,$300,4,$30,3,$60,2,$120,0,$300,0,$330,7,$660,0,"$1,650",0,$80,36,$160,3,$400,0
"Nov. 15, 2015: Evening",05/13/2016,3 - 1 - 5,$250,1,$500,31,"$1,000",0,"$2,500",0,$40,25,$80,13,$160,4,$400,0,$30,4,$60,2,$120,2,$300,1,$30,2,$60,1,$120,0,$300,1,$290,13,$580,2,"$1,450",0,$40,31,$80,8,$200,0
"Nov. 14, 2015: Evening",05/12/2016,9 - 9 - 7,$250,2,$500,2,"$1,000",0,"$2,500",0,$80,9,$160,7,$320,0,$800,0,$30,6,$60,7,$120,3,$300,0,$30,4,$60,2,$120,0,$300,1,$330,5,$660,0,"$1,650",0,$80,5,$160,1,$400,0
"Nov. 13, 2015: Evening",05/11/2016,3 - 5 - 8,$250,6,$500,20,"$1,000",2,"$2,500",1,$40,29,$80,13,$160,2,$400,2,$30,2,$60,4,$120,1,$300,0,$30,2,$60,0,$120,2,$300,0,$290,26,$580,3,"$1,450",0,$40,44,$80,7,$200,0
"Nov. 12, 2015: Evening",05/10/2016,3 - 5 - 1,$250,2,$500,1,"$1,000",0,"$2,500",0,$40,28,$80,23,$160,1,$400,0,$30,4,$60,2,$120,1,$300,0,$30,6,$60,1,$120,0,$300,1,$290,9,$580,1,"$1,450",0,$40,36,$80,13,$200,0
"Nov. 11, 2015: Evening",05/09/2016,7 - 6 - 5,$250,0,$500,5,"$1,000",0,"$2,500",0,$40,17,$80,11,$160,5,$400,0,$30,4,$60,1,$120,0,$300,4,$30,2,$60,0,$120,1,$300,0,$290,9,$580,0,"$1,450",0,$40,43,$80,10,$200,0
"Nov. 10, 2015: Evening",05/08/2016,6 - 7 - 6,$250,0,$500,4,"$1,000",0,"$2,500",1,$80,9,$160,8,$320,1,$800,0,$30,3,$60,6,$120,0,$300,4,$30,1,$60,2,$120,0,$300,0,$330,7,$660,1,"$1,650",0,$80,10,$160,1,$400,0
"Nov. 9, 2015: Evening",05/07/2016,1 - 6 - 6,$250,2,$500,1,"$1,000",0,"$2,500",0,$80,6,$160,6,$320,0,$800,0,$30,4,$60,4,$120,1,$300,0,$30,7,$60,10,$120,4,$300,0,$330,4,$660,0,"$1,650",0,$80,15,$160,1,$400,0
"Nov. 8, 2015: Evening",05/06/2016,7 - 2 - 3,$250,1,$500,5,"$1,000",0,"$2,500",0,$40,23,$80,16,$160,2,$400,0,$30,4,$60,1,$120,0,$300,0,$30,10,$60,2,$120,3,$300,0,$290,10,$580,2,"$1,450",0,$40,46,$80,14,$200,0
"Nov. 7, 2015: Evening",05/05/2016,1 - 6 - 6,$250,5,$500,4,"$1,000",0,"$2,500",0,$80,9,$160,10,$320,0,$800,0,$30,4,$60,3,$120,1,$300,0,$30,7,$60,7,$120,3,$300,0,$330,6,$660,0,"$1,650",0,$80,18,$160,1,$400,0
"Nov. 6, 2015: Evening",05/04/2016,3 - 3 - 6,$250,5,$500,1,"$1,000",1,"$2,500",1,$80,23,$160,33,$320,2,$800,0,$30,14,$60,10,$120,2,$300,0,$30,9,$60,1,$120,1,$300,0,$330,5,$660,3,"$1,650",0,$80,11,$160,2,$400,0
"Nov. 5, 2015: Evening",05/03/2016,3 - 6 - 9,$250,3,$500,31,"$1,000",0,"$2,500",0,$40,31,$80,27,$160,3,$400,1,$30,6,$60,5,$120,1,$300,0,$30,3,$60,1,$120,1,$300,0,$290,35,$580,6,"$1,450",0,$40,29,$80,7,$200,0
"Nov. 4, 2015: Evening",05/02/2016,7 - 3 - 2,$250,0,$500,0,"$1,000",0,"$2,500",0,$40,29,$80,15,$160,5,$400,4,$30,3,$60,4,$120,1,$300,0,$30,3,$60,0,$120,1,$300,0,$290,5,$580,1,"$1,450",0,$40,50,$80,7,$200,1
"Nov. 3, 2015: Evening",05/01/2016,4 - 0 - 4,$250,3,$500,6,"$1,000",0,"$2,500",0,$80,10,$160,16,$320,1,$800,0,$30,2,$60,1,$120,0,$300,0,$30,3,$60,2,$120,0,$300,0,$330,12,$660,0,"$1,650",2,$80,10,$160,2,$400,1
